Course,INST,COUNTRY,ABR,Annual Tuition Fees Increase Rate_x,Duration (Years),Annual Fees 2016,Additional Fees 2016,Annual Fees TOTAL,TOTAL course Fee,ADJ Annual FEE (UTAS equiv),Living Expenses 2016,Annual Tuition Fees Increase Rate_y
B. Bus,Australian Catholic University,AUST,ACU (3y),0.04054787574899714,3,22680.0,286.0,22966.0,68898.0,22966.0,26698.70820444444,0.04054787574899714
B. Bus,Australian National University,AUST,ANU (3y),0.08638321551583646,3,37104.0,290.0,37394.0,112182.0,37394.0,24059.0,0.08638321551583646
B. Bus,Bond University,AUST,Bond (2y),0.029856210847289198,2,49668.0,190.0,49858.0,99716.0,33238.666666666664,29523.44314285714,0.029856210847289198
B. Bus,CQUniversity,AUST,CQU (3y),0.0,3,22380.0,290.0,22670.0,68010.0,22670.0,16430.139890476188,0.0
B. Bus,Charles Darwin University,AUST,CDU (-y),,-,,,,,,18836.60045909091,0.0609440002831495
B. Bus,Charles Sturt University,AUST,CSU (3y),0.05538026223178262,3,21600.0,288.0,21888.0,65664.0,21888.0,16770.274796031747,0.05538026223178262
B. Bus,Curtin University,AUST,Curtin (3y),0.04226948753483391,3,27600.0,0.0,27600.0,82800.0,27600.0,19341.419526284582,0.04226948753483391
B. Bus,Deakin University,AUST,Deakin (-y),,-,,,,,,20184.03035909091,0.07894594660569298
B. Bus,Edith Cowan University,AUST,ECU (3y),0.051824866139983106,3,26000.0,0.0,26000.0,78000.0,26000.0,21019.311245454544,0.051824866139983106
B. Bus,Federation University Australia,AUST,Federation (3y),0.17478804601050718,3,24000.0,286.0,24286.0,72858.0,24286.0,15579.0,0.17478804601050718
B. Bus,Flinders University,AUST,Flinders (3y),0.039935188247999,3,22400.0,290.0,22690.0,68070.0,22690.0,21387.0,0.039935188247999
B. Bus,Griffith University,AUST,Griffith (3y),0.045108138355787766,3,22789.6,290.0,23079.6,69238.79999999999,23079.599999999995,15670.293834920638,0.045108138355787766
B. Bus,James Cook University,AUST,JCU (3y),0.04,3,24000.0,290.0,24290.0,72870.0,24290.0,21050.0,0.04
B. Bus,La Trobe University,AUST,LaTrobe (3y),0.07,3,24800.0,0.0,24800.0,74400.0,24800.0,19833.579187777774,0.07
B. Bus,Macquarie University,AUST,Macquarie (3y),0.04719152102690845,3,33390.0,0.0,33390.0,100170.0,33390.0,29905.72131666667,0.04719152102690845
B. Bus,Monash University,AUST,Monash (3y),0.06,3,38000.0,0.0,38000.0,114000.0,38000.0,20906.563755,0.06
B. Bus,Murdoch University,AUST,Murdoch (3y),0.07224077146886601,3,27360.0,290.0,27650.0,82950.0,27650.0,20506.015945721923,0.07224077146886601
B. Bus,Queensland University of Technology,AUST,QUT (3y),0.04449129948846759,3,26600.0,0.0,26600.0,79800.0,26600.0,20687.632534848486,0.04449129948846759
B. Bus,RMIT University,AUST,RMIT (3y),0.075,3,27840.0,290.0,28130.0,84390.0,28130.0,19201.552644848485,0.075
B. Bus,Southern Cross University,AUST,SCU (3y),0.057185903070188664,3,19520.0,290.0,19810.0,59430.0,19810.0,16222.0,0.057185903070188664
B. Bus,Swinburne University,AUST,Swinburne (3y),0.03778922551014916,3,23294.0,0.0,23294.0,69882.0,23294.0,22824.136326666667,0.03778922551014916
B. Bus,University of Adelaide,AUST,Adelaide (-y),,-,,,,,,25444.0,0.05
B. Bus,University of Canberra,AUST,Canberra (3y),0.0,3,22890.0,290.0,23180.0,69540.0,23180.0,20601.0,0.0
B. Bus,University of Melbourne,AUST,Melbourne (3y),0.044192915905970936,3,37568.0,0.0,37568.0,112704.0,37568.0,33257.0,0.044192915905970936
B. Bus,University of New England,AUST,UNE (3y),0.03692208807148916,3,18440.0,290.0,18730.0,56190.0,18730.0,15493.894751666665,0.03692208807148916
B. Bus,University of New South Wales,AUST,UNSW (-y),,-,,,,,,27245.50515,0.0
B. Bus,University of Newcastle,AUST,UoN (3y),0.0708898574517105,3,23685.0,290.0,23975.0,71925.0,23975.0,20417.25205692964,0.0708898574517105
B. Bus,University of Notre Dame Australia,AUST,UND (-y),,-,,,,,,22389.118590000002,0.08626010341471267
B. Bus,University of Queensland,AUST,UQ (3y),0.04,3,34611.0,290.0,34901.0,104703.0,34901.0,25701.082916871364,0.04
B. Bus,University of South Australia,AUST,UniSA (3y),0.056379594799323564,3,27000.0,290.0,27290.0,81870.0,27290.0,21516.706579999995,0.056379594799323564
B. Bus,University of Southern Queensland,AUST,USQ (3y),0.04235480204234699,3,20080.0,290.0,20370.0,61110.0,20370.0,19504.335161948053,0.04235480204234699
B. Bus,University of Sydney,AUST,Sydney (-y),,-,,,,,,27790.11099047619,0.04635691942991554
B. Bus,University of Tasmania,AUST,Tasmania (3y),0.09915794544266436,3,25000.0,0.0,25000.0,75000.0,25000.0,19932.776077777777,0.09915794544266436
B. Bus,"University of Technology, Sydney",AUST,UTS (3y),0.06,3,28464.0,286.0,28750.0,86250.0,28750.0,24594.471489473683,0.06
B. Bus,University of Western Australia,AUST,UWA (-y),,-,,,,,,24870.00910373016,0.0502504605362023
B. Bus,University of Western Sydney,AUST,UWS (3y),0.044509661391136025,3,23560.0,290.0,23850.0,71550.0,23850.0,21466.101384027777,0.044509661391136025
B. Bus,University of Wollongong,AUST,Wollongong (3y),0.049520348442797214,3,25440.0,290.0,25730.0,77190.0,25730.0,19873.990475974024,0.049520348442797214
B. Bus,University of the Sunshine Coast,AUST,Sunshine (3y),0.04817542562557961,3,19800.0,0.0,19800.0,59400.0,19800.0,17561.779276111112,0.04817542562557961
B. Bus,Victoria University,AUST,VicAus (3y),0.04072096439181601,3,22600.0,0.0,22600.0,67800.0,22600.0,22078.81696333334,0.04072096439181601
B. Eng (Elect),Australian Catholic University,AUST,ACU (3y),0.04054787574899714,-,,,,,,26698.70820444444,0.04054787574899714
B. Eng (Elect),Australian National University,AUST,ANU (3y),0.08638321551583646,-,,,,,,24059.0,0.08638321551583646
B. Eng (Elect),Bond University,AUST,Bond (2y),0.029856210847289198,-,,,,,,29523.44314285714,0.029856210847289198
B. Eng (Elect),CQUniversity,AUST,CQU (3y),0.0,4,28080.0,290.0,28370.0,113480.0,28370.0,16430.139890476188,0.0
B. Eng (Elect),Charles Darwin University,AUST,CDU (-y),0.0609440002831495,4,24320.0,220.0,24540.0,98160.0,24540.0,18836.60045909091,0.0609440002831495
B. Eng (Elect),Charles Sturt University,AUST,CSU (3y),0.05538026223178262,-,,,,,,16770.274796031747,0.05538026223178262
B. Eng (Elect),Curtin University,AUST,Curtin (3y),0.04226948753483391,4,34800.0,0.0,34800.0,139200.0,34800.0,19341.419526284582,0.04226948753483391
B. Eng (Elect),Deakin University,AUST,Deakin (-y),0.07894594660569298,4,32000.0,0.0,32000.0,128000.0,32000.0,20184.03035909091,0.07894594660569298
B. Eng (Elect),Edith Cowan University,AUST,ECU (3y),0.051824866139983106,4,24100.0,0.0,24100.0,96400.0,24100.0,21019.311245454544,0.051824866139983106
B. Eng (Elect),Federation University Australia,AUST,Federation (3y),0.17478804601050718,-,,,,,,15579.0,0.17478804601050718
B. Eng (Elect),Flinders University,AUST,Flinders (3y),0.039935188247999,4,28700.0,290.0,28990.0,115960.0,28990.0,21387.0,0.039935188247999
B. Eng (Elect),Griffith University,AUST,Griffith (3y),0.045108138355787766,4,21069.6,290.0,21359.6,85438.4,21359.6,15670.293834920638,0.045108138355787766
B. Eng (Elect),James Cook University,AUST,JCU (3y),0.04,4,30000.0,290.0,30290.0,121160.0,30290.0,21050.0,0.04
B. Eng (Elect),La Trobe University,AUST,LaTrobe (3y),0.07,-,,,,,,19833.579187777774,0.07
B. Eng (Elect),Macquarie University,AUST,Macquarie (3y),0.04719152102690845,-,,,,,,29905.72131666667,0.04719152102690845
B. Eng (Elect),Monash University,AUST,Monash (3y),0.06,4,37900.0,0.0,37900.0,151600.0,37900.0,20906.563755,0.06
B. Eng (Elect),Murdoch University,AUST,Murdoch (3y),0.07224077146886601,4,30960.0,290.0,31250.0,125000.0,31250.0,20506.015945721923,0.07224077146886601
B. Eng (Elect),Queensland University of Technology,AUST,QUT (3y),0.04449129948846759,4,29600.0,0.0,29600.0,118400.0,29600.0,20687.632534848486,0.04449129948846759
B. Eng (Elect),RMIT University,AUST,RMIT (3y),0.075,4,33600.0,290.0,33890.0,135560.0,33890.0,19201.552644848485,0.075
B. Eng (Elect),Southern Cross University,AUST,SCU (3y),0.057185903070188664,-,,,,,,16222.0,0.057185903070188664
B. Eng (Elect),Swinburne University,AUST,Swinburne (3y),0.03778922551014916,4,29450.0,0.0,29450.0,117800.0,29450.0,22824.136326666667,0.03778922551014916
B. Eng (Elect),University of Adelaide,AUST,Adelaide (-y),0.05,4,33500.0,290.0,33790.0,135160.0,33790.0,25444.0,0.05
B. Eng (Elect),University of Canberra,AUST,Canberra (3y),0.0,-,,,,,,20601.0,0.0
B. Eng (Elect),University of Melbourne,AUST,Melbourne (3y),0.044192915905970936,3,37376.0,0.0,37376.0,112128.0,28032.0,33257.0,0.044192915905970936
B. Eng (Elect),University of New England,AUST,UNE (3y),0.03692208807148916,-,,,,,,15493.894751666665,0.03692208807148916
B. Eng (Elect),University of New South Wales,AUST,UNSW (-y),0.0,4,39360.0,0.0,39360.0,157440.0,39360.0,27245.50515,0.0
B. Eng (Elect),University of Newcastle,AUST,UoN (3y),0.0708898574517105,4,30225.0,290.0,30515.0,122060.0,30515.0,20417.25205692964,0.0708898574517105
B. Eng (Elect),University of Notre Dame Australia,AUST,UND (-y),0.08626010341471267,-,,,,,,22389.118590000002,0.08626010341471267
B. Eng (Elect),University of Queensland,AUST,UQ (3y),0.04,4,36608.0,485.0,37093.0,148372.0,37093.0,25701.082916871364,0.04
B. Eng (Elect),University of South Australia,AUST,UniSA (3y),0.056379594799323564,4,31500.0,290.0,31790.0,127160.0,31790.0,21516.706579999995,0.056379594799323564
B. Eng (Elect),University of Southern Queensland,AUST,USQ (3y),0.04235480204234699,3,26640.0,290.0,26930.0,80790.0,20197.5,19504.335161948053,0.04235480204234699
B. Eng (Elect),University of Sydney,AUST,Sydney (-y),0.04635691942991554,4,40000.0,286.0,40286.0,161144.0,40286.0,27790.11099047619,0.04635691942991554
B. Eng (Elect),University of Tasmania,AUST,Tasmania (3y),0.09915794544266436,4,28500.0,0.0,28500.0,114000.0,28500.0,19932.776077777777,0.09915794544266436
B. Eng (Elect),"University of Technology, Sydney",AUST,UTS (3y),0.06,4,31344.0,286.0,31630.0,126520.0,31630.0,24594.471489473683,0.06
B. Eng (Elect),University of Western Australia,AUST,UWA (-y),0.0502504605362023,3,36316.0,286.0,36602.0,109806.0,27451.5,24870.00910373016,0.0502504605362023
B. Eng (Elect),University of Western Sydney,AUST,UWS (3y),0.044509661391136025,4,27680.0,290.0,27970.0,111880.0,27970.0,21466.101384027777,0.044509661391136025
B. Eng (Elect),University of Wollongong,AUST,Wollongong (3y),0.049520348442797214,4,30576.0,290.0,30866.0,123464.0,30866.0,19873.990475974024,0.049520348442797214
B. Eng (Elect),University of the Sunshine Coast,AUST,Sunshine (3y),0.04817542562557961,-,,,,,,17561.779276111112,0.04817542562557961
B. Eng (Elect),Victoria University,AUST,VicAus (3y),0.04072096439181601,4,24800.0,0.0,24800.0,99200.0,24800.0,22078.81696333334,0.04072096439181601
B. Info Tech,Australian Catholic University,AUST,ACU (3y),0.04054787574899714,3,22680.0,286.0,22966.0,68898.0,22966.0,26698.70820444444,0.04054787574899714
B. Info Tech,Australian National University,AUST,ANU (3y),0.08638321551583646,3,34944.0,290.0,35234.0,105702.0,35234.0,24059.0,0.08638321551583646
B. Info Tech,Bond University,AUST,Bond (2y),,-,,,,,,29523.44314285714,0.029856210847289198
B. Info Tech,CQUniversity,AUST,CQU (3y),0.0,3,23460.0,290.0,23750.0,71250.0,23750.0,16430.139890476188,0.0
B. Info Tech,Charles Darwin University,AUST,CDU (-y),0.0609440002831495,3,20256.0,220.0,20476.0,61428.0,20476.0,18836.60045909091,0.0609440002831495
B. Info Tech,Charles Sturt University,AUST,CSU (3y),0.05538026223178262,3,22800.0,288.0,23088.0,69264.0,23088.0,16770.274796031747,0.05538026223178262
B. Info Tech,Curtin University,AUST,Curtin (3y),0.04226948753483391,3,27600.0,0.0,27600.0,82800.0,27600.0,19341.419526284582,0.04226948753483391
B. Info Tech,Deakin University,AUST,Deakin (-y),0.07894594660569298,3,26000.0,0.0,26000.0,78000.0,26000.0,20184.03035909091,0.07894594660569298
B. Info Tech,Edith Cowan University,AUST,ECU (3y),0.051824866139983106,3,24650.0,0.0,24650.0,73950.0,24650.0,21019.311245454544,0.051824866139983106
B. Info Tech,Federation University Australia,AUST,Federation (3y),0.17478804601050718,3,23000.0,286.0,23286.0,69858.0,23286.0,15579.0,0.17478804601050718
B. Info Tech,Flinders University,AUST,Flinders (3y),0.039935188247999,3,25300.0,290.0,25590.0,76770.0,25590.0,21387.0,0.039935188247999
B. Info Tech,Griffith University,AUST,Griffith (3y),0.045108138355787766,3,23993.6,290.0,24283.6,72850.79999999999,24283.599999999995,15670.293834920638,0.045108138355787766
B. Info Tech,James Cook University,AUST,JCU (3y),0.04,3,24000.0,290.0,24290.0,72870.0,24290.0,21050.0,0.04
B. Info Tech,La Trobe University,AUST,LaTrobe (3y),0.07,3,26090.0,0.0,26090.0,78270.0,26090.0,19833.579187777774,0.07
B. Info Tech,Macquarie University,AUST,Macquarie (3y),0.04719152102690845,3,34980.0,0.0,34980.0,104940.0,34980.0,29905.72131666667,0.04719152102690845
B. Info Tech,Monash University,AUST,Monash (3y),0.06,3,36000.0,0.0,36000.0,108000.0,36000.0,20906.563755,0.06
B. Info Tech,Murdoch University,AUST,Murdoch (3y),,-,,,,,,20506.015945721923,0.07224077146886601
B. Info Tech,Queensland University of Technology,AUST,QUT (3y),0.04449129948846759,3,28000.0,0.0,28000.0,84000.0,28000.0,20687.632534848486,0.04449129948846759
B. Info Tech,RMIT University,AUST,RMIT (3y),0.075,3,30720.0,290.0,31010.0,93030.0,31010.0,19201.552644848485,0.075
B. Info Tech,Southern Cross University,AUST,SCU (3y),0.057185903070188664,3,19520.0,290.0,19810.0,59430.0,19810.0,16222.0,0.057185903070188664
B. Info Tech,Swinburne University,AUST,Swinburne (3y),0.03778922551014916,3,24590.0,0.0,24590.0,73770.0,24590.0,22824.136326666667,0.03778922551014916
B. Info Tech,University of Adelaide,AUST,Adelaide (-y),,-,,,,,,25444.0,0.05
B. Info Tech,University of Canberra,AUST,Canberra (3y),0.0,3,19660.0,290.0,19950.0,59850.0,19950.0,20601.0,0.0
B. Info Tech,University of Melbourne,AUST,Melbourne (3y),,-,,,,,,33257.0,0.044192915905970936
B. Info Tech,University of New England,AUST,UNE (3y),,-,,,,,,15493.894751666665,0.03692208807148916
B. Info Tech,University of New South Wales,AUST,UNSW (-y),,-,,,,,,27245.50515,0.0
B. Info Tech,University of Newcastle,AUST,UoN (3y),0.0708898574517105,3,28890.0,290.0,29180.0,87540.0,29180.0,20417.25205692964,0.0708898574517105
B. Info Tech,University of Notre Dame Australia,AUST,UND (-y),,-,,,,,,22389.118590000002,0.08626010341471267
B. Info Tech,University of Queensland,AUST,UQ (3y),0.04,3,36608.0,290.0,36898.0,110694.0,36898.0,25701.082916871364,0.04
B. Info Tech,University of South Australia,AUST,UniSA (3y),0.056379594799323564,3,28250.0,290.0,28540.0,85620.0,28540.0,21516.706579999995,0.056379594799323564
B. Info Tech,University of Southern Queensland,AUST,USQ (3y),0.04235480204234699,3,20080.0,290.0,20370.0,61110.0,20370.0,19504.335161948053,0.04235480204234699
B. Info Tech,University of Sydney,AUST,Sydney (-y),0.04635691942991554,4,40000.0,286.0,40286.0,161144.0,53714.666666666664,27790.11099047619,0.04635691942991554
B. Info Tech,University of Tasmania,AUST,Tasmania (3y),0.09915794544266436,3,25500.0,0.0,25500.0,76500.0,25500.0,19932.776077777777,0.09915794544266436
B. Info Tech,"University of Technology, Sydney",AUST,UTS (3y),0.06,3,31920.0,286.0,32206.0,96618.0,32206.0,24594.471489473683,0.06
B. Info Tech,University of Western Australia,AUST,UWA (-y),,-,,,,,,24870.00910373016,0.0502504605362023
B. Info Tech,University of Western Sydney,AUST,UWS (3y),0.044509661391136025,3,25880.0,290.0,26170.0,78510.0,26170.0,21466.101384027777,0.044509661391136025
B. Info Tech,University of Wollongong,AUST,Wollongong (3y),0.049520348442797214,3,27984.0,290.0,28274.0,84822.0,28274.0,19873.990475974024,0.049520348442797214
B. Info Tech,University of the Sunshine Coast,AUST,Sunshine (3y),,-,,,,,,17561.779276111112,0.04817542562557961
B. Info Tech,Victoria University,AUST,VicAus (3y),0.04072096439181601,3,23000.0,0.0,23000.0,69000.0,23000.0,22078.81696333334,0.04072096439181601
B. Law,Australian Catholic University,AUST,ACU (3y),0.04054787574899714,4,26560.0,286.0,26846.0,107384.0,26846.0,26698.70820444444,0.04054787574899714
B. Law,Australian National University,AUST,ANU (3y),0.08638321551583646,4,34944.0,290.0,35234.0,140936.0,35234.0,24059.0,0.08638321551583646
B. Law,Bond University,AUST,Bond (2y),0.029856210847289198,2.67,49605.9925093633,190.0,49795.9925093633,132955.30000000002,33238.825000000004,29523.44314285714,0.029856210847289198
B. Law,CQUniversity,AUST,CQU (3y),,-,,,,,,16430.139890476188,0.0
B. Law,Charles Darwin University,AUST,CDU (-y),0.0609440002831495,4,18152.0,220.0,18372.0,73488.0,18372.0,18836.60045909091,0.0609440002831495
B. Law,Charles Sturt University,AUST,CSU (3y),,-,,,,,,16770.274796031747,0.05538026223178262
B. Law,Curtin University,AUST,Curtin (3y),0.04226948753483391,3,27600.0,0.0,27600.0,82800.0,20700.0,19341.419526284582,0.04226948753483391
B. Law,Deakin University,AUST,Deakin (-y),0.07894594660569298,4,30000.0,0.0,30000.0,120000.0,30000.0,20184.03035909091,0.07894594660569298
B. Law,Edith Cowan University,AUST,ECU (3y),0.051824866139983106,4,26000.0,0.0,26000.0,104000.0,26000.0,21019.311245454544,0.051824866139983106
B. Law,Federation University Australia,AUST,Federation (3y),,-,,,,,,15579.0,0.17478804601050718
B. Law,Flinders University,AUST,Flinders (3y),0.039935188247999,4,27500.0,290.0,27790.0,111160.0,27790.0,21387.0,0.039935188247999
B. Law,Griffith University,AUST,Griffith (3y),0.045108138355787766,4,21069.6,290.0,21359.6,85438.4,21359.6,15670.293834920638,0.045108138355787766
B. Law,James Cook University,AUST,JCU (3y),0.04,4,26000.0,290.0,26290.0,105160.0,26290.0,21050.0,0.04
B. Law,La Trobe University,AUST,LaTrobe (3y),0.07,4,26400.0,0.0,26400.0,105600.0,26400.0,19833.579187777774,0.07
B. Law,Macquarie University,AUST,Macquarie (3y),0.04719152102690845,4,33390.0,0.0,33390.0,133560.0,33390.0,29905.72131666667,0.04719152102690845
B. Law,Monash University,AUST,Monash (3y),0.06,4,34100.0,0.0,34100.0,136400.0,34100.0,20906.563755,0.06
B. Law,Murdoch University,AUST,Murdoch (3y),0.07224077146886601,4,27360.0,290.0,27650.0,110600.0,27650.0,20506.015945721923,0.07224077146886601
B. Law,Queensland University of Technology,AUST,QUT (3y),0.04449129948846759,4,25000.0,0.0,25000.0,100000.0,25000.0,20687.632534848486,0.04449129948846759
B. Law,RMIT University,AUST,RMIT (3y),,-,,,,,,19201.552644848485,0.075
B. Law,Southern Cross University,AUST,SCU (3y),0.057185903070188664,4,22560.0,290.0,22850.0,91400.0,22850.0,16222.0,0.057185903070188664
B. Law,Swinburne University,AUST,Swinburne (3y),0.03778922551014916,4,24970.0,0.0,24970.0,99880.0,24970.0,22824.136326666667,0.03778922551014916
B. Law,University of Adelaide,AUST,Adelaide (-y),0.05,4,33500.0,290.0,33790.0,135160.0,33790.0,25444.0,0.05
B. Law,University of Canberra,AUST,Canberra (3y),0.0,4,24150.0,290.0,24440.0,97760.0,24440.0,20601.0,0.0
B. Law,University of Melbourne,AUST,Melbourne (3y),,-,,,,,,33257.0,0.044192915905970936
B. Law,University of New England,AUST,UNE (3y),0.03692208807148916,4,20264.0,290.0,20554.0,82216.0,20554.0,15493.894751666665,0.03692208807148916
B. Law,University of New South Wales,AUST,UNSW (-y),,-,,,,,,27245.50515,0.0
B. Law,University of Newcastle,AUST,UoN (3y),0.0708898574517105,5,24120.0,290.0,24410.0,122050.0,30512.5,20417.25205692964,0.0708898574517105
B. Law,University of Notre Dame Australia,AUST,UND (-y),0.08626010341471267,4,20425.0,250.0,20675.0,82700.0,20675.0,22389.118590000002,0.08626010341471267
B. Law,University of Queensland,AUST,UQ (3y),0.04,4,36608.0,290.0,36898.0,147592.0,36898.0,25701.082916871364,0.04
B. Law,University of South Australia,AUST,UniSA (3y),0.056379594799323564,4,27000.0,290.0,27290.0,109160.0,27290.0,21516.706579999995,0.056379594799323564
B. Law,University of Southern Queensland,AUST,USQ (3y),0.04235480204234699,3,21600.0,290.0,21890.0,65670.0,16417.5,19504.335161948053,0.04235480204234699
B. Law,University of Sydney,AUST,Sydney (-y),0.04635691942991554,5,43000.0,286.0,43286.0,216430.0,54107.5,27790.11099047619,0.04635691942991554
B. Law,University of Tasmania,AUST,Tasmania (3y),0.09915794544266436,4,25500.0,0.0,25500.0,102000.0,25500.0,19932.776077777777,0.09915794544266436
B. Law,"University of Technology, Sydney",AUST,UTS (3y),0.06,4,35184.0,286.0,35470.0,141880.0,35470.0,24594.471489473683,0.06
B. Law,University of Western Australia,AUST,UWA (-y),,-,,,,,,24870.00910373016,0.0502504605362023
B. Law,University of Western Sydney,AUST,UWS (3y),0.044509661391136025,3,25080.0,290.0,25370.0,76110.0,19027.5,21466.101384027777,0.044509661391136025
B. Law,University of Wollongong,AUST,Wollongong (3y),0.049520348442797214,4,29470.0,290.0,29760.0,119040.0,29760.0,19873.990475974024,0.049520348442797214
B. Law,University of the Sunshine Coast,AUST,Sunshine (3y),0.04817542562557961,4,20600.0,0.0,20600.0,82400.0,20600.0,17561.779276111112,0.04817542562557961
B. Law,Victoria University,AUST,VicAus (3y),0.04072096439181601,4,23400.0,0.0,23400.0,93600.0,23400.0,22078.81696333334,0.04072096439181601
B. Mar Sc,Australian Catholic University,AUST,ACU (3y),0.04054787574899714,-,,,,,,26698.70820444444,0.04054787574899714
B. Mar Sc,Australian National University,AUST,ANU (3y),0.08638321551583646,3,37104.0,290.0,37394.0,112182.0,37394.0,24059.0,0.08638321551583646
B. Mar Sc,Bond University,AUST,Bond (2y),0.029856210847289198,-,,,,,,29523.44314285714,0.029856210847289198
B. Mar Sc,CQUniversity,AUST,CQU (3y),0.0,-,,,,,,16430.139890476188,0.0
B. Mar Sc,Charles Darwin University,AUST,CDU (-y),0.0609440002831495,-,,,,,,18836.60045909091,0.0609440002831495
B. Mar Sc,Charles Sturt University,AUST,CSU (3y),0.05538026223178262,-,,,,,,16770.274796031747,0.05538026223178262
B. Mar Sc,Curtin University,AUST,Curtin (3y),0.04226948753483391,3,34000.0,0.0,34000.0,102000.0,34000.0,19341.419526284582,0.04226948753483391
B. Mar Sc,Deakin University,AUST,Deakin (-y),0.07894594660569298,3,31000.0,0.0,31000.0,93000.0,31000.0,20184.03035909091,0.07894594660569298
B. Mar Sc,Edith Cowan University,AUST,ECU (3y),0.051824866139983106,3,26250.0,0.0,26250.0,78750.0,26250.0,21019.311245454544,0.051824866139983106
B. Mar Sc,Federation University Australia,AUST,Federation (3y),0.17478804601050718,-,,,,,,15579.0,0.17478804601050718
B. Mar Sc,Flinders University,AUST,Flinders (3y),0.039935188247999,3,27400.0,290.0,27690.0,83070.0,27690.0,21387.0,0.039935188247999
B. Mar Sc,Griffith University,AUST,Griffith (3y),0.045108138355787766,3,27864.0,290.0,28154.0,84462.0,28154.0,15670.293834920638,0.045108138355787766
B. Mar Sc,James Cook University,AUST,JCU (3y),0.04,3,30000.0,290.0,30290.0,90870.0,30290.0,21050.0,0.04
B. Mar Sc,La Trobe University,AUST,LaTrobe (3y),0.07,-,,,,,,19833.579187777774,0.07
B. Mar Sc,Macquarie University,AUST,Macquarie (3y),0.04719152102690845,3,31270.0,0.0,31270.0,93810.0,31270.0,29905.72131666667,0.04719152102690845
B. Mar Sc,Monash University,AUST,Monash (3y),0.06,-,,,,,,20906.563755,0.06
B. Mar Sc,Murdoch University,AUST,Murdoch (3y),0.07224077146886601,3,30960.0,290.0,31250.0,93750.0,31250.0,20506.015945721923,0.07224077146886601
B. Mar Sc,Queensland University of Technology,AUST,QUT (3y),0.04449129948846759,-,,,,,,20687.632534848486,0.04449129948846759
B. Mar Sc,RMIT University,AUST,RMIT (3y),0.075,-,,,,,,19201.552644848485,0.075
B. Mar Sc,Southern Cross University,AUST,SCU (3y),0.057185903070188664,3,24720.0,290.0,25010.0,75030.0,25010.0,16222.0,0.057185903070188664
B. Mar Sc,Swinburne University,AUST,Swinburne (3y),0.03778922551014916,-,,,,,,22824.136326666667,0.03778922551014916
B. Mar Sc,University of Adelaide,AUST,Adelaide (-y),0.05,3,31500.0,290.0,31790.0,95370.0,31790.0,25444.0,0.05
B. Mar Sc,University of Canberra,AUST,Canberra (3y),0.0,3,24290.0,290.0,24580.0,73740.0,24580.0,20601.0,0.0
B. Mar Sc,University of Melbourne,AUST,Melbourne (3y),0.044192915905970936,3,38016.0,0.0,38016.0,114048.0,38016.0,33257.0,0.044192915905970936
B. Mar Sc,University of New England,AUST,UNE (3y),0.03692208807148916,-,,,,,,15493.894751666665,0.03692208807148916
B. Mar Sc,University of New South Wales,AUST,UNSW (-y),0.0,3,39360.0,0.0,39360.0,118080.0,39360.0,27245.50515,0.0
